record_id,timestamp,airline,SHC,origin,destination,packaging_condition,packaging_seal_status,shipper_company_name,consignee_name,shipper_type,documentation_status,security_screening_status,xray_scan_result,shipment_priority,weather_condition,cargo_weight_kg,damage_history_count,compliance_violation_count,inspection_duration_minutes,shipper_reliability_score,acceptance_rejection_flag
3231,2024-02-12 14:00:00,Qatar,AVI,FRA,JED,Good,Intact,Aramex,Arabian Medical Supply,Agent,Complete,Cleared,Clear,VIP,Storm,27386,14,14,43,42,0
3232,2024-02-12 15:00:00,Qatar,DGR,FRA,JED,Good,Intact,Maersk,Red Sea Imports,Retail,Complete,Cleared,Clear,Express,Storm,33154,2,5,124,46,0
3233,2024-02-12 16:00:00,Lufthansa,AVI,JFK,JED,Good,Intact,Maersk,Jeddah Electronics,Corporate,Complete,Cleared,Clear,Normal,Clear,9166,8,13,166,42,0
3234,2024-02-12 17:00:00,Air India,DGR,MAA,JED,Good,Intact,DHL,Gulf Fresh Foods,Agent,Complete,Cleared,Suspicious,Express,Fog,27716,4,6,18,70,0
3235,2024-02-12 18:00:00,Qatar,COL,DXB,JED,Good,Intact,Maersk,Jeddah Electronics,Agent,Complete,Cleared,Clear,Normal,Fog,34891,11,14,156,96,0
3236,2024-02-12 19:00:00,Qatar,VAL,JFK,JED,Damaged,Intact,BlueDart,Desert Logistics,Agent,Complete,Cleared,Clear,Normal,Fog,48852,3,8,26,82,0
3237,2024-02-12 20:00:00,Emirates,DGR,FRA,JED,Good,Intact,Amazon Logistics,Red Sea Imports,Agent,Complete,Cleared,Suspicious,VIP,Clear,20297,14,6,59,52,0
3238,2024-02-12 21:00:00,Lufthansa,DGR,JFK,JED,Good,Intact,DB Schenker,Desert Logistics,Agent,Complete,Cleared,Clear,VIP,Fog,34012,4,4,32,83,0
3239,2024-02-12 22:00:00,Qatar,HUM,AMS,JED,Average,Intact,Maersk,Desert Logistics,Retail,Pending,Cleared,Clear,Express,Rain,4743,9,5,164,80,0
3240,2024-02-12 23:00:00,Lufthansa,AVI,JFK,JED,Good,Intact,Maersk,Red Sea Imports,Corporate,Missing,Pending,Clear,VIP,Clear,3005,11,14,125,84,0
3241,2024-02-13 00:00:00,Qatar,COL,PVG,JED,Good,Intact,BlueDart,Arabian Medical Supply,Agent,Complete,Cleared,Suspicious,VIP,Rain,27366,14,8,105,56,0
3242,2024-02-13 01:00:00,Air India,VAL,DXB,JED,Good,Intact,DB Schenker,Al Jazeera Trading,Agent,Complete,Cleared,Suspicious,VIP,Clear,29340,0,1,110,42,0
3243,2024-02-13 02:00:00,Air India,PER,HAM,JED,Good,Intact,Amazon Logistics,Jeddah Electronics,Corporate,Complete,Cleared,Manual Review Required,Normal,Fog,2521,14,13,73,76,0
3244,2024-02-13 03:00:00,Qatar,PIL,MAA,JED,Good,Intact,DB Schenker,Middle East Retail Group,Agent,Complete,Cleared,Clear,Express,Rain,6775,4,11,22,60,0
3245,2024-02-13 04:00:00,Air India,DGR,OSL,JED,Good,Intact,DB Schenker,Jeddah Electronics,Corporate,Complete,Cleared,Suspicious,Normal,Fog,46840,5,3,46,52,0
3246,2024-02-13 05:00:00,Qatar,PER,OSL,JED,Good,Intact,DB Schenker,Desert Logistics,Corporate,Complete,Cleared,Manual Review Required,VIP,Clear,832,8,14,92,48,0
3247,2024-02-13 06:00:00,Air India,AVI,PVG,JED,Average,Intact,DB Schenker,Arabian Medical Supply,Retail,Complete,Cleared,Clear,VIP,Rain,31118,6,8,145,79,0
3248,2024-02-13 07:00:00,Emirates,PIL,MAA,JED,Average,Intact,FedEx,Al Jazeera Trading,Agent,Complete,Cleared,Clear,Express,Rain,19739,9,12,96,98,0
3249,2024-02-13 08:00:00,Emirates,DGR,MAA,JED,Good,Missing,BlueDart,Gulf Fresh Foods,Retail,Complete,Failed,Clear,VIP,Rain,40220,4,11,144,64,1
3250,2024-02-13 09:00:00,Emirates,PER,FRA,JED,Good,Intact,Aramex,Gulf Fresh Foods,Corporate,Complete,Cleared,Clear,Normal,Storm,46955,14,3,70,73,0
3251,2024-02-13 10:00:00,Lufthansa,HUM,AMS,JED,Good,Intact,Aramex,Middle East Retail Group,Retail,Complete,Cleared,Clear,Normal,Storm,43450,8,9,30,94,0
3252,2024-02-13 11:00:00,Lufthansa,PER,AMS,JED,Good,Tampered,Aramex,Al Jazeera Trading,Retail,Complete,Cleared,Clear,Normal,Clear,38337,2,13,58,42,0
3253,2024-02-13 12:00:00,Emirates,PIL,AMS,JED,Good,Intact,Aramex,Red Sea Imports,Retail,Complete,Cleared,Clear,Express,Storm,20174,6,10,14,52,0
3254,2024-02-13 13:00:00,Lufthansa,HUM,MXP,JED,Damaged,Intact,DB Schenker,Al Jazeera Trading,Agent,Complete,Cleared,Clear,VIP,Clear,30057,5,0,125,83,0
3255,2024-02-13 14:00:00,Air India,PIL,DXB,JED,Damaged,Intact,Maersk,Middle East Retail Group,Retail,Complete,Cleared,Clear,Express,Clear,6245,11,14,82,100,0
3256,2024-02-13 15:00:00,Qatar,VAL,FRA,JED,Good,Broken,Amazon Logistics,Red Sea Imports,Retail,Complete,Cleared,Clear,Normal,Storm,15413,10,3,46,100,0
3257,2024-02-13 16:00:00,Qatar,AVI,HAM,JED,Good,Intact,Aramex,Arabian Medical Supply,Retail,Complete,Cleared,Clear,Normal,Rain,18986,1,1,110,42,0
3258,2024-02-13 17:00:00,Qatar,COL,JFK,JED,Average,Intact,DB Schenker,Gulf Fresh Foods,Retail,Pending,Cleared,Clear,VIP,Storm,34216,10,7,31,56,0
3259,2024-02-13 18:00:00,Emirates,PER,PVG,JED,Good,Intact,BlueDart,Middle East Retail Group,Corporate,Complete,Cleared,Clear,Express,Clear,48574,0,14,162,100,0
3260,2024-02-13 19:00:00,Lufthansa,DGR,DXB,JED,Average,Intact,FedEx,Gulf Fresh Foods,Corporate,Complete,Pending,Suspicious,Normal,Rain,21135,7,1,85,70,0
3261,2024-02-13 20:00:00,Air India,PIL,AMS,JED,Good,Missing,BlueDart,Middle East Retail Group,Agent,Complete,Cleared,Suspicious,Normal,Fog,47303,7,10,67,48,1
3262,2024-02-13 21:00:00,Air India,PIL,JFK,JED,Good,Missing,UPS,Saudi Pharma Ltd,Agent,Complete,Pending,Clear,Normal,Storm,15560,7,7,41,86,0
3263,2024-02-13 22:00:00,Emirates,AVI,DXB,JED,Good,Intact,DHL,Middle East Retail Group,Corporate,Complete,Cleared,Clear,Express,Clear,34629,1,5,166,69,0
3264,2024-02-13 23:00:00,Air India,PER,MAA,JED,Good,Intact,UPS,Desert Logistics,Corporate,Complete,Cleared,Clear,Normal,Clear,45542,4,5,143,70,0
3265,2024-02-14 00:00:00,Air India,DGR,FRA,JED,Good,Intact,Maersk,Middle East Retail Group,Agent,Complete,Cleared,Clear,VIP,Storm,37570,0,2,44,68,0
3266,2024-02-14 01:00:00,Air India,DGR,MXP,JED,Average,Intact,DHL,Jeddah Electronics,Agent,Complete,Manual Inspection Required,Clear,VIP,Fog,20333,11,9,22,73,0
3267,2024-02-14 02:00:00,Air India,PIL,MXP,JED,Good,Intact,UPS,Red Sea Imports,Retail,Complete,Cleared,Suspicious,Express,Fog,4863,8,1,82,64,0
3268,2024-02-14 03:00:00,Lufthansa,COL,JFK,JED,Good,Intact,Aramex,Saudi Pharma Ltd,Agent,Complete,Manual Inspection Required,Clear,VIP,Rain,42842,6,9,169,59,0
3269,2024-02-14 04:00:00,Air India,PIL,HAM,JED,Good,Intact,Maersk,Arabian Medical Supply,Retail,Complete,Cleared,Clear,VIP,Rain,7358,13,11,129,48,0
3270,2024-02-14 05:00:00,Qatar,COL,DXB,JED,Good,Intact,Aramex,Red Sea Imports,Retail,Complete,Cleared,Clear,Normal,Rain,36414,4,1,46,95,0
3271,2024-02-14 06:00:00,Emirates,PIL,MXP,JED,Good,Intact,Aramex,Saudi Pharma Ltd,Corporate,Complete,Cleared,Suspicious,Express,Rain,5629,7,10,121,49,1
3272,2024-02-14 07:00:00,Lufthansa,PIL,MAA,JED,Good,Intact,DHL,Al Jazeera Trading,Retail,Complete,Failed,Clear,Normal,Rain,18766,11,5,108,65,0
3273,2024-02-14 08:00:00,Air India,DGR,MAA,JED,Good,Intact,UPS,Middle East Retail Group,Corporate,Complete,Cleared,Clear,Normal,Fog,16477,9,12,93,91,0
3274,2024-02-14 09:00:00,Lufthansa,COL,MXP,JED,Average,Intact,BlueDart,Middle East Retail Group,Corporate,Complete,Cleared,Manual Review Required,Express,Fog,38946,10,9,77,51,0
3275,2024-02-14 10:00:00,Air India,DGR,MXP,JED,Average,Tampered,Aramex,Red Sea Imports,Agent,Complete,Cleared,Clear,Normal,Clear,636,3,11,167,47,0
3276,2024-02-14 11:00:00,Qatar,PER,MXP,JED,Average,Tampered,Amazon Logistics,Middle East Retail Group,Retail,Complete,Failed,Clear,VIP,Storm,36195,1,14,28,86,0
3277,2024-02-14 12:00:00,Emirates,PIL,PVG,JED,Average,Intact,DHL,Jeddah Electronics,Corporate,Complete,Cleared,Clear,Express,Storm,39280,0,10,118,43,0
3278,2024-02-14 13:00:00,Air India,VAL,HAM,JED,Damaged,Tampered,UPS,Middle East Retail Group,Agent,Missing,Cleared,Clear,Normal,Fog,5195,2,0,41,84,0
3279,2024-02-14 14:00:00,Air India,COL,MXP,JED,Average,Intact,UPS,Jeddah Electronics,Retail,Complete,Cleared,Manual Review Required,Express,Storm,44617,0,8,51,56,0
3280,2024-02-14 15:00:00,Air India,HUM,OSL,JED,Good,Intact,BlueDart,Red Sea Imports,Corporate,Complete,Cleared,Clear,VIP,Fog,32783,8,5,54,50,0
3281,2024-02-14 16:00:00,Air India,HUM,DXB,JED,Good,Broken,DB Schenker,Arabian Medical Supply,Corporate,Complete,Cleared,Clear,Express,Clear,8840,0,14,105,40,0
3282,2024-02-14 17:00:00,Emirates,HUM,FRA,JED,Good,Intact,UPS,Red Sea Imports,Retail,Complete,Cleared,Clear,Normal,Storm,29321,11,3,142,75,0
3283,2024-02-14 18:00:00,Emirates,VAL,HAM,JED,Average,Intact,DHL,Arabian Medical Supply,Agent,Complete,Cleared,Clear,VIP,Rain,44310,14,5,82,53,0
3284,2024-02-14 19:00:00,Qatar,DGR,DXB,JED,Good,Intact,Amazon Logistics,Jeddah Electronics,Agent,Complete,Cleared,Suspicious,Normal,Clear,13787,5,8,19,54,0
3285,2024-02-14 20:00:00,Emirates,DGR,JFK,JED,Good,Intact,Amazon Logistics,Arabian Medical Supply,Retail,Complete,Manual Inspection Required,Clear,VIP,Rain,44104,12,13,166,54,0
3286,2024-02-14 21:00:00,Air India,AVI,OSL,JED,Average,Tampered,BlueDart,Jeddah Electronics,Retail,Complete,Pending,Clear,VIP,Clear,31116,5,2,19,97,0
3287,2024-02-14 22:00:00,Qatar,HUM,PVG,JED,Damaged,Tampered,FedEx,Red Sea Imports,Retail,Missing,Cleared,Suspicious,VIP,Rain,47487,13,11,159,62,1
3288,2024-02-14 23:00:00,Qatar,HUM,JFK,JED,Good,Tampered,Aramex,Jeddah Electronics,Retail,Complete,Pending,Clear,VIP,Storm,1429,5,12,108,80,0
3289,2024-02-15 00:00:00,Qatar,DGR,JFK,JED,Damaged,Intact,Maersk,Red Sea Imports,Retail,Complete,Pending,Clear,Express,Storm,123,3,14,122,48,0
3290,2024-02-15 01:00:00,Air India,HUM,HAM,JED,Good,Intact,Maersk,Gulf Fresh Foods,Corporate,Complete,Cleared,Clear,Normal,Fog,35171,7,0,65,94,0
3291,2024-02-15 02:00:00,Lufthansa,DGR,MXP,JED,Good,Tampered,UPS,Desert Logistics,Retail,Missing,Cleared,Restricted Item Detected,VIP,Storm,24248,2,8,105,43,1
3292,2024-02-15 03:00:00,Air India,PIL,MXP,JED,Good,Intact,Amazon Logistics,Red Sea Imports,Corporate,Complete,Cleared,Clear,Express,Storm,4061,0,2,58,69,0
3293,2024-02-15 04:00:00,Emirates,PIL,MAA,JED,Average,Broken,FedEx,Al Jazeera Trading,Corporate,Complete,Cleared,Suspicious,Normal,Clear,40085,6,11,74,90,1
3294,2024-02-15 05:00:00,Emirates,DGR,MAA,JED,Good,Intact,DB Schenker,Jeddah Electronics,Agent,Complete,Cleared,Clear,Normal,Rain,49316,4,5,174,46,0
3295,2024-02-15 06:00:00,Air India,COL,FRA,JED,Damaged,Tampered,Aramex,Saudi Pharma Ltd,Agent,Complete,Cleared,Clear,VIP,Storm,17401,0,3,167,100,0
3296,2024-02-15 07:00:00,Air India,DGR,JFK,JED,Good,Intact,FedEx,Middle East Retail Group,Retail,Complete,Cleared,Clear,Express,Clear,35368,9,13,36,89,0
3297,2024-02-15 08:00:00,Qatar,PER,HAM,JED,Average,Intact,UPS,Jeddah Electronics,Retail,Complete,Cleared,Restricted Item Detected,Normal,Clear,14685,5,12,109,90,0
3298,2024-02-15 09:00:00,Air India,PER,OSL,JED,Good,Intact,UPS,Middle East Retail Group,Corporate,Pending,Cleared,Clear,VIP,Rain,46992,7,6,41,77,0
3299,2024-02-15 10:00:00,Qatar,PER,AMS,JED,Good,Intact,Amazon Logistics,Middle East Retail Group,Corporate,Complete,Cleared,Clear,VIP,Clear,47330,8,2,23,56,0
3300,2024-02-15 11:00:00,Emirates,PER,FRA,JED,Good,Intact,BlueDart,Gulf Fresh Foods,Agent,Pending,Cleared,Clear,VIP,Fog,21597,4,6,158,66,0
3301,2024-02-15 12:00:00,Qatar,VAL,PVG,JED,Good,Intact,Amazon Logistics,Desert Logistics,Corporate,Complete,Cleared,Clear,VIP,Rain,39695,7,0,130,96,0
3302,2024-02-15 13:00:00,Air India,AVI,PVG,JED,Damaged,Intact,Maersk,Middle East Retail Group,Retail,Complete,Manual Inspection Required,Clear,Express,Storm,46353,0,10,106,40,0
3303,2024-02-15 14:00:00,Emirates,AVI,DXB,JED,Good,Intact,Amazon Logistics,Red Sea Imports,Agent,Complete,Cleared,Clear,Express,Rain,20004,7,10,125,45,0
3304,2024-02-15 15:00:00,Lufthansa,DGR,JFK,JED,Damaged,Intact,Aramex,Desert Logistics,Corporate,Complete,Cleared,Suspicious,Express,Rain,11885,14,13,36,52,1
3305,2024-02-15 16:00:00,Qatar,PIL,DXB,JED,Good,Intact,DHL,Jeddah Electronics,Agent,Complete,Cleared,Clear,Normal,Rain,738,4,1,116,40,0
3306,2024-02-15 17:00:00,Emirates,HUM,MXP,JED,Average,Missing,Maersk,Jeddah Electronics,Corporate,Complete,Cleared,Clear,Normal,Clear,2158,1,9,72,78,0
3307,2024-02-15 18:00:00,Qatar,PER,MXP,JED,Good,Intact,BlueDart,Gulf Fresh Foods,Retail,Pending,Cleared,Clear,Normal,Rain,12926,9,11,138,82,0
3308,2024-02-15 19:00:00,Emirates,AVI,MXP,JED,Good,Intact,DB Schenker,Al Jazeera Trading,Corporate,Complete,Pending,Suspicious,Express,Clear,1315,14,5,82,55,0
3309,2024-02-15 20:00:00,Emirates,AVI,MXP,JED,Good,Intact,Aramex,Middle East Retail Group,Corporate,Complete,Cleared,Clear,VIP,Clear,7654,10,14,24,54,0
3310,2024-02-15 21:00:00,Qatar,PER,FRA,JED,Good,Intact,Amazon Logistics,Desert Logistics,Corporate,Complete,Manual Inspection Required,Clear,Express,Rain,43734,2,9,62,82,0
3311,2024-02-15 22:00:00,Lufthansa,PIL,PVG,JED,Damaged,Intact,BlueDart,Arabian Medical Supply,Corporate,Complete,Cleared,Clear,VIP,Storm,29042,8,9,49,97,0
3312,2024-02-15 23:00:00,Emirates,VAL,AMS,JED,Good,Broken,UPS,Gulf Fresh Foods,Corporate,Complete,Cleared,Manual Review Required,Normal,Rain,10293,6,11,117,58,0
3313,2024-02-16 00:00:00,Emirates,VAL,MAA,JED,Good,Intact,Maersk,Middle East Retail Group,Agent,Pending,Cleared,Clear,VIP,Fog,21243,5,7,31,48,0
3314,2024-02-16 01:00:00,Emirates,AVI,DXB,JED,Good,Intact,UPS,Arabian Medical Supply,Corporate,Complete,Pending,Suspicious,VIP,Fog,47922,6,11,144,74,0
3315,2024-02-16 02:00:00,Lufthansa,VAL,PVG,JED,Good,Intact,DHL,Middle East Retail Group,Corporate,Pending,Pending,Clear,Normal,Clear,18871,2,7,112,99,0
3316,2024-02-16 03:00:00,Lufthansa,COL,PVG,JED,Average,Intact,Maersk,Arabian Medical Supply,Agent,Pending,Cleared,Manual Review Required,VIP,Fog,25242,7,6,57,60,0
3317,2024-02-16 04:00:00,Air India,PER,FRA,JED,Good,Tampered,BlueDart,Saudi Pharma Ltd,Retail,Complete,Cleared,Clear,VIP,Storm,29205,14,10,115,97,0
3318,2024-02-16 05:00:00,Qatar,PIL,MXP,JED,Good,Intact,DB Schenker,Middle East Retail Group,Agent,Complete,Cleared,Clear,Express,Clear,48266,2,12,19,43,0
3319,2024-02-16 06:00:00,Lufthansa,AVI,DXB,JED,Good,Broken,Amazon Logistics,Desert Logistics,Agent,Complete,Pending,Clear,Express,Storm,23594,11,6,69,84,0
3320,2024-02-16 07:00:00,Qatar,PER,MAA,JED,Damaged,Intact,BlueDart,Red Sea Imports,Corporate,Complete,Cleared,Clear,Normal,Fog,47727,10,12,81,46,0
3321,2024-02-16 08:00:00,Air India,VAL,OSL,JED,Damaged,Intact,Amazon Logistics,Desert Logistics,Corporate,Complete,Cleared,Clear,VIP,Rain,23470,12,10,82,41,0
3322,2024-02-16 09:00:00,Qatar,PER,HAM,JED,Good,Intact,BlueDart,Jeddah Electronics,Agent,Complete,Cleared,Clear,Normal,Rain,20020,14,13,19,81,0
3323,2024-02-16 10:00:00,Lufthansa,VAL,DXB,JED,Good,Intact,BlueDart,Middle East Retail Group,Corporate,Complete,Cleared,Clear,VIP,Rain,19634,6,9,156,65,0
3324,2024-02-16 11:00:00,Qatar,PIL,MXP,JED,Average,Intact,Maersk,Arabian Medical Supply,Agent,Complete,Cleared,Clear,VIP,Fog,37863,5,0,48,75,0
3325,2024-02-16 12:00:00,Lufthansa,VAL,OSL,JED,Good,Tampered,Maersk,Desert Logistics,Corporate,Complete,Pending,Suspicious,Express,Fog,12187,1,8,148,49,1
3326,2024-02-16 13:00:00,Qatar,PER,AMS,JED,Good,Missing,BlueDart,Red Sea Imports,Agent,Missing,Cleared,Clear,Express,Storm,7775,8,6,62,48,0
3327,2024-02-16 14:00:00,Lufthansa,PIL,MAA,JED,Good,Intact,DHL,Desert Logistics,Agent,Complete,Cleared,Restricted Item Detected,VIP,Fog,7877,8,0,122,58,0
3328,2024-02-16 15:00:00,Lufthansa,VAL,FRA,JED,Good,Intact,Amazon Logistics,Arabian Medical Supply,Agent,Complete,Cleared,Suspicious,Express,Rain,21061,0,6,23,56,0
3329,2024-02-16 16:00:00,Qatar,COL,FRA,JED,Damaged,Intact,UPS,Arabian Medical Supply,Corporate,Pending,Cleared,Clear,Express,Clear,23926,7,10,20,44,0
3330,2024-02-16 17:00:00,Air India,DGR,MXP,JED,Good,Tampered,UPS,Middle East Retail Group,Agent,Complete,Cleared,Clear,Express,Fog,42634,14,14,7,68,0
3331,2024-02-16 18:00:00,Emirates,PER,DXB,JED,Good,Tampered,Maersk,Saudi Pharma Ltd,Corporate,Complete,Manual Inspection Required,Clear,VIP,Clear,4787,7,0,88,64,0
3332,2024-02-16 19:00:00,Air India,DGR,MAA,JED,Good,Broken,Maersk,Middle East Retail Group,Corporate,Complete,Cleared,Clear,Express,Fog,18089,13,11,12,53,0
3333,2024-02-16 20:00:00,Qatar,PER,MAA,JED,Good,Tampered,UPS,Desert Logistics,Retail,Complete,Cleared,Clear,Express,Clear,46660,5,7,17,66,0
3334,2024-02-16 21:00:00,Air India,VAL,MXP,JED,Good,Intact,Amazon Logistics,Gulf Fresh Foods,Agent,Complete,Cleared,Clear,Express,Rain,851,10,10,175,58,0
3335,2024-02-16 22:00:00,Lufthansa,VAL,MAA,JED,Good,Broken,DHL,Arabian Medical Supply,Corporate,Complete,Cleared,Clear,Normal,Storm,35910,3,2,119,88,0
3336,2024-02-16 23:00:00,Emirates,PIL,MXP,JED,Average,Intact,Amazon Logistics,Al Jazeera Trading,Agent,Complete,Cleared,Clear,Normal,Storm,47880,12,5,72,64,0
3337,2024-02-17 00:00:00,Qatar,AVI,MXP,JED,Good,Broken,DHL,Middle East Retail Group,Agent,Complete,Pending,Suspicious,Express,Rain,14215,14,3,77,43,1
3338,2024-02-17 01:00:00,Qatar,COL,JFK,JED,Good,Intact,DB Schenker,Saudi Pharma Ltd,Retail,Complete,Cleared,Suspicious,VIP,Storm,3769,9,1,152,69,0
3339,2024-02-17 02:00:00,Qatar,AVI,FRA,JED,Good,Broken,DB Schenker,Al Jazeera Trading,Agent,Pending,Failed,Clear,Express,Rain,16866,6,13,108,87,1
3340,2024-02-17 03:00:00,Emirates,DGR,MAA,JED,Good,Intact,BlueDart,Gulf Fresh Foods,Retail,Complete,Cleared,Clear,Normal,Rain,507,0,9,62,74,0
3341,2024-02-17 04:00:00,Lufthansa,VAL,HAM,JED,Good,Tampered,DHL,Al Jazeera Trading,Corporate,Missing,Cleared,Clear,VIP,Rain,47316,14,7,95,60,1
3342,2024-02-17 05:00:00,Qatar,AVI,AMS,JED,Good,Intact,DB Schenker,Jeddah Electronics,Corporate,Complete,Pending,Clear,Express,Storm,27607,10,8,164,55,0
3343,2024-02-17 06:00:00,Air India,VAL,AMS,JED,Good,Intact,FedEx,Red Sea Imports,Agent,Complete,Cleared,Clear,VIP,Storm,28638,1,7,46,86,0
3344,2024-02-17 07:00:00,Qatar,PER,JFK,JED,Good,Broken,Amazon Logistics,Al Jazeera Trading,Corporate,Pending,Cleared,Clear,Normal,Storm,38908,4,6,78,47,0
3345,2024-02-17 08:00:00,Qatar,AVI,FRA,JED,Good,Intact,UPS,Al Jazeera Trading,Retail,Complete,Cleared,Clear,Normal,Rain,32864,4,2,62,44,0
3346,2024-02-17 09:00:00,Qatar,DGR,OSL,JED,Good,Intact,Maersk,Al Jazeera Trading,Agent,Complete,Cleared,Manual Review Required,VIP,Clear,22935,6,6,60,51,0
3347,2024-02-17 10:00:00,Qatar,PIL,AMS,JED,Good,Intact,DHL,Saudi Pharma Ltd,Agent,Complete,Cleared,Clear,Express,Rain,10108,12,4,89,67,0
3348,2024-02-17 11:00:00,Lufthansa,AVI,HAM,JED,Good,Intact,BlueDart,Gulf Fresh Foods,Retail,Complete,Manual Inspection Required,Clear,Normal,Storm,25902,9,1,78,73,0
3349,2024-02-17 12:00:00,Air India,VAL,HAM,JED,Good,Intact,FedEx,Jeddah Electronics,Agent,Complete,Manual Inspection Required,Clear,Express,Fog,25285,11,6,21,40,1
3350,2024-02-17 13:00:00,Lufthansa,HUM,FRA,JED,Good,Intact,FedEx,Gulf Fresh Foods,Retail,Complete,Cleared,Clear,Normal,Clear,215,4,9,49,59,0
3351,2024-02-17 14:00:00,Air India,HUM,MAA,JED,Average,Intact,DHL,Al Jazeera Trading,Corporate,Complete,Failed,Clear,VIP,Rain,45270,1,10,106,47,0
3352,2024-02-17 15:00:00,Qatar,PIL,FRA,JED,Good,Broken,DB Schenker,Al Jazeera Trading,Agent,Complete,Failed,Suspicious,Normal,Clear,8420,13,14,58,65,1
3353,2024-02-17 16:00:00,Emirates,PIL,JFK,JED,Good,Intact,BlueDart,Middle East Retail Group,Corporate,Missing,Cleared,Clear,VIP,Clear,12618,9,14,116,46,0
3354,2024-02-17 17:00:00,Lufthansa,COL,FRA,JED,Good,Intact,DHL,Al Jazeera Trading,Corporate,Complete,Cleared,Clear,Express,Rain,4747,12,12,165,45,0
3355,2024-02-17 18:00:00,Emirates,PIL,OSL,JED,Good,Intact,BlueDart,Middle East Retail Group,Corporate,Complete,Cleared,Clear,Express,Clear,14227,11,8,96,77,0
3356,2024-02-17 19:00:00,Lufthansa,VAL,AMS,JED,Good,Tampered,DB Schenker,Arabian Medical Supply,Retail,Complete,Cleared,Clear,Normal,Storm,28703,9,6,8,71,0
3357,2024-02-17 20:00:00,Qatar,PER,DXB,JED,Good,Intact,FedEx,Gulf Fresh Foods,Retail,Complete,Cleared,Suspicious,Express,Fog,81,14,12,125,77,0
3358,2024-02-17 21:00:00,Lufthansa,AVI,MXP,JED,Good,Intact,Maersk,Red Sea Imports,Retail,Pending,Pending,Clear,Express,Fog,10077,0,6,78,87,0
3359,2024-02-17 22:00:00,Qatar,PIL,MAA,JED,Good,Intact,FedEx,Jeddah Electronics,Agent,Complete,Cleared,Clear,Normal,Storm,49010,2,1,85,65,0
3360,2024-02-17 23:00:00,Lufthansa,HUM,PVG,JED,Good,Broken,Maersk,Desert Logistics,Corporate,Complete,Cleared,Clear,Express,Storm,19883,14,10,169,83,0
3361,2024-02-18 00:00:00,Qatar,PER,MAA,JED,Good,Missing,Amazon Logistics,Al Jazeera Trading,Retail,Missing,Pending,Clear,VIP,Clear,4276,8,11,16,95,0
3362,2024-02-18 01:00:00,Qatar,VAL,PVG,JED,Average,Missing,BlueDart,Jeddah Electronics,Retail,Complete,Cleared,Suspicious,Normal,Clear,32340,0,6,75,100,1
3363,2024-02-18 02:00:00,Air India,PER,DXB,JED,Average,Tampered,BlueDart,Saudi Pharma Ltd,Retail,Complete,Cleared,Clear,VIP,Fog,25441,13,7,174,51,0
3364,2024-02-18 03:00:00,Qatar,VAL,MAA,JED,Good,Intact,Amazon Logistics,Arabian Medical Supply,Corporate,Complete,Cleared,Suspicious,VIP,Storm,43890,12,5,48,44,0
3365,2024-02-18 04:00:00,Air India,COL,AMS,JED,Damaged,Intact,UPS,Gulf Fresh Foods,Corporate,Complete,Cleared,Clear,Normal,Clear,22876,2,5,125,95,0
3366,2024-02-18 05:00:00,Qatar,AVI,JFK,JED,Good,Intact,BlueDart,Gulf Fresh Foods,Retail,Complete,Cleared,Clear,VIP,Rain,23048,5,14,112,82,0
3367,2024-02-18 06:00:00,Emirates,PER,HAM,JED,Good,Broken,FedEx,Middle East Retail Group,Retail,Complete,Cleared,Manual Review Required,Normal,Rain,30238,0,0,97,63,0
3368,2024-02-18 07:00:00,Qatar,AVI,MAA,JED,Good,Intact,Maersk,Jeddah Electronics,Corporate,Complete,Manual Inspection Required,Manual Review Required,VIP,Storm,21280,3,13,66,73,0
3369,2024-02-18 08:00:00,Emirates,PER,FRA,JED,Damaged,Intact,DHL,Red Sea Imports,Retail,Complete,Manual Inspection Required,Clear,Normal,Clear,24474,4,12,78,88,0
3370,2024-02-18 09:00:00,Emirates,VAL,HAM,JED,Good,Intact,Maersk,Al Jazeera Trading,Corporate,Complete,Pending,Clear,VIP,Clear,9618,5,3,78,58,0
3371,2024-02-18 10:00:00,Qatar,VAL,FRA,JED,Good,Broken,Amazon Logistics,Arabian Medical Supply,Corporate,Complete,Cleared,Suspicious,VIP,Clear,46153,1,9,54,81,1
3372,2024-02-18 11:00:00,Emirates,PER,DXB,JED,Good,Intact,DHL,Jeddah Electronics,Corporate,Missing,Manual Inspection Required,Clear,Express,Rain,3878,11,10,103,54,1
3373,2024-02-18 12:00:00,Air India,COL,AMS,JED,Average,Intact,Aramex,Red Sea Imports,Agent,Complete,Cleared,Clear,Normal,Clear,14426,5,4,17,95,0
3374,2024-02-18 13:00:00,Lufthansa,VAL,JFK,JED,Good,Intact,UPS,Middle East Retail Group,Agent,Complete,Manual Inspection Required,Clear,VIP,Clear,9530,1,0,148,67,0
3375,2024-02-18 14:00:00,Qatar,DGR,OSL,JED,Average,Intact,BlueDart,Saudi Pharma Ltd,Retail,Complete,Cleared,Clear,Normal,Storm,44526,0,4,64,99,0
3376,2024-02-18 15:00:00,Emirates,DGR,OSL,JED,Good,Broken,UPS,Jeddah Electronics,Corporate,Complete,Cleared,Clear,Normal,Storm,39370,13,11,18,89,0
3377,2024-02-18 16:00:00,Qatar,AVI,JFK,JED,Good,Broken,Amazon Logistics,Desert Logistics,Agent,Complete,Cleared,Clear,VIP,Storm,20693,3,1,90,76,0
